waybill_tracking_id,dispatch_timestamp,estimated_delivery_timestamp,actual_delivery_timestamp,state,district,delivery_hub_city,destination_pincode,logistics_partner,cargo_category,package_weight_kg,declared_value_inr,delivery_mode,delivery_status,payment_mode,otp_verification_status,delay_reason_if_any,last_mile_distance_km,customer_rating_score
DEL-NER-2026-000401,2026-08-24 03:30:00,2026-08-25 08:30:00,Pending,Assam,Sonitpur,Tezpur,781845,Delhivery,FMCG & Groceries,13.23,6408.14,Foot Courier (Hill Stairs / Remote Village),Out for Delivery (Delayed),Pay on Delivery (UPI QR),Pending,None,4.2,N/A
DEL-NER-2026-000403,2026-08-24 03:30:00,2026-08-25 00:30:00,Pending,Arunachal Pradesh,East Siang,Pasighat,791238,India Post (Speed Post),E-Commerce Consumer Electronics,6.91,43964.12,Two-Wheeler / Bike Express,In Transit - Hub to Hub,Pay on Delivery (UPI QR),N/A,None,25.9,N/A
DEL-NER-2026-000109,2026-08-24 03:30:00,2026-08-24 18:30:00,Pending,Mizoram,Lunglei,Lunglei,796305,DTDC Express,E-Commerce Consumer Electronics,1.71,33273.73,Two-Wheeler / Bike Express,Out for Delivery (On-Time),Prepaid (Digital/UPI),Pending,None,17.1,N/A
DEL-NER-2026-000405,2026-08-24 03:30:00,2026-08-25 09:30:00,Pending,Manipur,Imphal West,Imphal,795272,Blue Dart / DHL,Auto Spare Parts & Industrial Tools,21.83,1961.38,Two-Wheeler / Bike Express,Delayed - Weather / Heavy Rainfall,Prepaid (Digital/UPI),N/A,Heavy Rain / Inundation,3.2,N/A
DEL-NER-2026-000069,2026-08-24 03:30:00,2026-08-24 17:30:00,Pending,Nagaland,Kohima,Kohima,797606,Amazon Logistics (NER),Apparel & Fashion,0.99,2954.05,Electric Cargo 3-Wheeler,In Transit - Hub to Hub,Prepaid (Digital/UPI),N/A,None,15.6,N/A
DEL-NER-2026-000061,2026-08-24 03:30:00,2026-08-24 10:30:00,2026-08-24 10:30:00,Nagaland,Dimapur,Dimapur,797997,Amazon Logistics (NER),E-Commerce Consumer Electronics,2.14,25969.3,Two-Wheeler / Bike Express,Delivered Successfully,Prepaid (Digital/UPI),Verified,None,13.5,4.9
DEL-NER-2026-000257,2026-08-24 03:30:00,2026-08-24 11:30:00,2026-08-24 11:30:00,Tripura,Gomati,Udaipur,799963,Amazon Logistics (NER),Handicrafts & Organic NE Produce (Outbound),20.49,12055.36,Foot Courier (Hill Stairs / Remote Village),Delivered Successfully,Prepaid (Digital/UPI),Verified,None,24.4,4.7
DEL-NER-2026-000437,2026-08-24 03:30:00,2026-08-24 17:30:00,Pending,Tripura,Gomati,Udaipur,799179,Delhivery,Handicrafts & Organic NE Produce (Outbound),19.13,5963.93,Two-Wheeler / Bike Express,Out for Delivery (On-Time),Pay on Delivery (UPI QR),Pending,None,31.5,N/A
DEL-NER-2026-000279,2026-08-24 03:30:00,2026-08-24 13:30:00,2026-08-24 13:30:00,Arunachal Pradesh,East Siang,Pasighat,791818,Blue Dart / DHL,FMCG & Groceries,4.62,1217.47,Light Commercial Pickup Truck (Bolero / Ace),Delivered Successfully,Prepaid (Digital/UPI),Verified,None,27.6,4.5
DEL-NER-2026-000172,2026-08-24 03:30:00,2026-08-25 03:30:00,Pending,Meghalaya,West Garo Hills,Tura,793776,Flipkart Ekart,Handicrafts & Organic NE Produce (Outbound),2.37,19963.58,Foot Courier (Hill Stairs / Remote Village),Out for Delivery (On-Time),Cash on Delivery (COD),Pending,None,22.7,N/A
DEL-NER-2026-000283,2026-08-24 03:30:00,2026-08-25 00:30:00,Pending,Sikkim,South Sikkim,Namchi,737562,Blue Dart / DHL,Government / Official Documents,2.45,4455.9,Light Commercial Pickup Truck (Bolero / Ace),Delayed - Landslide / Road Blockade,Prepaid (Digital/UPI),N/A,Landslide / Highway Blockade,10.0,N/A
DEL-NER-2026-000349,2026-08-24 03:30:00,2026-08-24 23:30:00,Pending,Tripura,Gomati,Udaipur,799686,Flipkart Ekart,E-Commerce Consumer Electronics,3.42,41163.36,Two-Wheeler / Bike Express,In Transit - Hub to Hub,Cash on Delivery (COD),N/A,None,29.7,N/A
DEL-NER-2026-000049,2026-08-24 02:30:00,2026-08-24 07:30:00,2026-08-24 07:30:00,Assam,Jorhat,Jorhat,781256,Delhivery,Handicrafts & Organic NE Produce (Outbound),4.66,17803.3,Two-Wheeler / Bike Express,Delivered Successfully,Prepaid (Digital/UPI),Verified,None,26.7,4.3
DEL-NER-2026-000045,2026-08-24 02:30:00,2026-08-25 04:30:00,Pending,Manipur,Churachandpur,Churachandpur,795195,Delhivery,Handicrafts & Organic NE Produce (Outbound),15.35,5627.66,Two-Wheeler / Bike Express,Delayed - Weather / Heavy Rainfall,Cash on Delivery (COD),N/A,Heavy Rain / Inundation,6.6,N/A
DEL-NER-2026-000155,2026-08-24 02:30:00,2026-08-25 04:30:00,Pending,Assam,Cachar,Silchar,781107,DTDC Express,E-Commerce Consumer Electronics,4.84,33208.73,Foot Courier (Hill Stairs / Remote Village),Delayed - Weather / Heavy Rainfall,Cash on Delivery (COD),N/A,Heavy Rain / Inundation,7.8,N/A
DEL-NER-2026-000032,2026-08-24 02:30:00,2026-08-25 02:30:00,Pending,Mizoram,Lunglei,Lunglei,796762,Amazon Logistics (NER),FMCG & Groceries,16.34,2479.95,Two-Wheeler / Bike Express,Out for Delivery (On-Time),Prepaid (Digital/UPI),Pending,None,21.6,N/A
DEL-NER-2026-000098,2026-08-24 02:30:00,2026-08-25 06:30:00,Pending,Assam,Kamrup Metropolitan,Guwahati,781387,Amazon Logistics (NER),Apparel & Fashion,1.01,4278.89,Light Commercial Pickup Truck (Bolero / Ace),Delivery Attempted - Recipient Unavailable,Cash on Delivery (COD),N/A,None,27.3,N/A
DEL-NER-2026-000409,2026-08-24 02:30:00,2026-08-24 12:30:00,Pending,Sikkim,South Sikkim,Namchi,737422,Flipkart Ekart,E-Commerce Consumer Electronics,4.38,29539.05,Light Commercial Pickup Truck (Bolero / Ace),Delayed - Landslide / Road Blockade,Prepaid (Digital/UPI),N/A,Landslide / Highway Blockade,29.4,N/A
DEL-NER-2026-000398,2026-08-24 02:30:00,2026-08-25 01:30:00,Pending,Tripura,West Tripura,Agartala,799708,Flipkart Ekart,Government / Official Documents,1.15,1044.11,Two-Wheeler / Bike Express,Out for Delivery (On-Time),Pay on Delivery (UPI QR),Pending,None,5.2,N/A
DEL-NER-2026-000248,2026-08-24 02:30:00,2026-08-25 06:30:00,Pending,Arunachal Pradesh,East Siang,Pasighat,791514,India Post (Speed Post),Auto Spare Parts & Industrial Tools,7.44,17822.34,Light Commercial Pickup Truck (Bolero / Ace),Out for Delivery (On-Time),Prepaid (Digital/UPI),Pending,None,11.8,N/A
DEL-NER-2026-000468,2026-08-24 01:30:00,2026-08-24 04:30:00,2026-08-24 04:30:00,Assam,Kamrup Metropolitan,Guwahati,781614,India Post (Speed Post),Auto Spare Parts & Industrial Tools,21.44,6652.57,Light Commercial Pickup Truck (Bolero / Ace),Delivered Successfully,Prepaid (Digital/UPI),Verified,None,24.9,4.8
DEL-NER-2026-000053,2026-08-24 01:30:00,2026-08-24 07:30:00,2026-08-24 07:30:00,Arunachal Pradesh,Tawang,Tawang,791645,DTDC Express,Auto Spare Parts & Industrial Tools,4.5,21574.88,Light Commercial Pickup Truck (Bolero / Ace),Delivered Successfully,Cash on Delivery (COD),Verified,None,20.1,4.1
DEL-NER-2026-000307,2026-08-24 01:30:00,2026-08-25 06:30:00,Pending,Arunachal Pradesh,Papum Pare,Itanagar,791145,Amazon Logistics (NER),Auto Spare Parts & Industrial Tools,16.91,3685.06,Two-Wheeler / Bike Express,Out for Delivery (On-Time),Cash on Delivery (COD),Pending,None,4.1,N/A
DEL-NER-2026-000015,2026-08-24 01:30:00,2026-08-25 04:30:00,Pending,Assam,Kamrup Metropolitan,Guwahati,781210,DTDC Express,E-Commerce Consumer Electronics,1.72,54693.64,Light Commercial Pickup Truck (Bolero / Ace),Out for Delivery (On-Time),Prepaid (Digital/UPI),Pending,None,12.0,N/A
DEL-NER-2026-000092,2026-08-24 01:30:00,2026-08-24 23:30:00,Pending,Arunachal Pradesh,Papum Pare,Itanagar,791541,India Post (Speed Post),Essential Medicines & Medical Supplies,1.51,4237.5,Light Commercial Pickup Truck (Bolero / Ace),Out for Delivery (On-Time),Cash on Delivery (COD),Pending,None,26.5,N/A
DEL-NER-2026-000254,2026-08-24 01:30:00,2026-08-25 10:30:00,Pending,Assam,Dibrugarh,Dibrugarh,781716,Flipkart Ekart,Essential Medicines & Medical Supplies,2.79,12999.28,Two-Wheeler / Bike Express,Out for Delivery (On-Time),Cash on Delivery (COD),Pending,None,19.8,N/A
DEL-NER-2026-000114,2026-08-24 01:30:00,2026-08-24 13:30:00,Pending,Assam,Kamrup Metropolitan,Guwahati,781310,Blue Dart / DHL,Handicrafts & Organic NE Produce (Outbound),8.35,5374.31,Light Commercial Pickup Truck (Bolero / Ace),Delivery Attempted - Recipient Unavailable,Pay on Delivery (UPI QR),N/A,None,23.0,N/A
DEL-NER-2026-000287,2026-08-24 01:30:00,2026-08-25 10:30:00,Pending,Arunachal Pradesh,Tawang,Tawang,791152,Shadowfax,E-Commerce Consumer Electronics,6.35,7765.27,Light Commercial Pickup Truck (Bolero / Ace),Out for Delivery (On-Time),Cash on Delivery (COD),Pending,None,22.1,N/A
DEL-NER-2026-000262,2026-08-24 01:30:00,2026-08-24 09:30:00,Pending,Nagaland,Dimapur,Dimapur,797893,DTDC Express,Government / Official Documents,1.3,2392.81,Light Commercial Pickup Truck (Bolero / Ace),Out for Delivery (On-Time),Prepaid (Digital/UPI),Pending,None,22.9,N/A
DEL-NER-2026-000459,2026-08-24 01:30:00,2026-08-24 19:30:00,Pending,Assam,Sonitpur,Tezpur,781101,ExpressBees,Essential Medicines & Medical Supplies,0.98,6228.73,Light Commercial Pickup Truck (Bolero / Ace),Out for Delivery (On-Time),Prepaid (Digital/UPI),Pending,None,17.4,N/A
DEL-NER-2026-000499,2026-08-24 01:30:00,2026-08-25 01:30:00,Pending,Mizoram,Aizawl,Aizawl,796118,DTDC Express,Government / Official Documents,0.13,2871.92,Two-Wheeler / Bike Express,Held at Hub - Inner Line Permit / Customs Check,Pay on Delivery (UPI QR),N/A,Inner Line Permit Verification,3.2,N/A
DEL-NER-2026-000406,2026-08-24 01:30:00,2026-08-24 20:30:00,Pending,Arunachal Pradesh,Papum Pare,Itanagar,791440,Blue Dart / DHL,Apparel & Fashion,1.33,1224.43,Electric Cargo 3-Wheeler,In Transit - Hub to Hub,Pay on Delivery (UPI QR),N/A,None,18.7,N/A
DEL-NER-2026-000148,2026-08-24 01:30:00,2026-08-25 01:30:00,Pending,Tripura,Gomati,Udaipur,799521,Amazon Logistics (NER),FMCG & Groceries,13.65,14561.55,Foot Courier (Hill Stairs / Remote Village),Delayed - Landslide / Road Blockade,Cash on Delivery (COD),N/A,Landslide / Highway Blockade,20.2,N/A
DEL-NER-2026-000256,2026-08-24 01:30:00,2026-08-24 13:30:00,Pending,Nagaland,Kohima,Kohima,797648,India Post (Speed Post),Apparel & Fashion,1.05,329.4,Light Commercial Pickup Truck (Bolero / Ace),In Transit - Hub to Hub,Prepaid (Digital/UPI),N/A,None,3.9,N/A
DEL-NER-2026-000444,2026-08-24 01:30:00,2026-08-24 20:30:00,Pending,Assam,Dibrugarh,Dibrugarh,781820,Delhivery,Auto Spare Parts & Industrial Tools,12.82,20457.73,Two-Wheeler / Bike Express,In Transit - Hub to Hub,Prepaid (Digital/UPI),N/A,None,25.5,N/A
DEL-NER-2026-000066,2026-08-24 01:30:00,2026-08-24 09:30:00,2026-08-24 09:30:00,Manipur,Churachandpur,Churachandpur,795333,Blue Dart / DHL,Handicrafts & Organic NE Produce (Outbound),24.17,12822.03,Two-Wheeler / Bike Express,Delivered Successfully,Prepaid (Digital/UPI),Verified,None,19.5,4.8
DEL-NER-2026-000065,2026-08-24 01:30:00,2026-08-24 17:30:00,Pending,Tripura,West Tripura,Agartala,799122,India Post (Speed Post),Apparel & Fashion,1.9,1962.08,Electric Cargo 3-Wheeler,Out for Delivery (Delayed),Prepaid (Digital/UPI),Pending,None,24.7,N/A
DEL-NER-2026-000419,2026-08-24 00:30:00,2026-08-25 00:30:00,Pending,Manipur,Imphal West,Imphal,795964,Flipkart Ekart,E-Commerce Consumer Electronics,3.9,33540.33,Two-Wheeler / Bike Express,Delayed - Weather / Heavy Rainfall,Prepaid (Digital/UPI),N/A,Heavy Rain / Inundation,21.7,N/A
DEL-NER-2026-000327,2026-08-24 00:30:00,2026-08-24 07:30:00,2026-08-24 07:30:00,Tripura,West Tripura,Agartala,799251,Blue Dart / DHL,Apparel & Fashion,1.14,2351.0,Light Commercial Pickup Truck (Bolero / Ace),Delivered Successfully,Pay on Delivery (UPI QR),Verified,None,9.5,4.5
DEL-NER-2026-000077,2026-08-24 00:30:00,2026-08-25 07:30:00,Pending,Assam,Dibrugarh,Dibrugarh,781779,Amazon Logistics (NER),Handicrafts & Organic NE Produce (Outbound),17.28,1822.81,Two-Wheeler / Bike Express,Delayed - Landslide / Road Blockade,Prepaid (Digital/UPI),N/A,Landslide / Highway Blockade,21.5,N/A
DEL-NER-2026-000118,2026-08-24 00:30:00,2026-08-25 08:30:00,Pending,Assam,Dibrugarh,Dibrugarh,781172,DTDC Express,Essential Medicines & Medical Supplies,2.31,9657.58,Light Commercial Pickup Truck (Bolero / Ace),Out for Delivery (Delayed),Cash on Delivery (COD),Pending,None,12.8,N/A
DEL-NER-2026-000233,2026-08-24 00:30:00,2026-08-25 08:30:00,Pending,Sikkim,East Sikkim,Gangtok,737582,Flipkart Ekart,E-Commerce Consumer Electronics,2.99,52284.55,Electric Cargo 3-Wheeler,Delayed - Weather / Heavy Rainfall,Prepaid (Digital/UPI),N/A,Heavy Rain / Inundation,22.7,N/A
DEL-NER-2026-000211,2026-08-24 00:30:00,2026-08-24 13:30:00,Pending,Mizoram,Lunglei,Lunglei,796399,Blue Dart / DHL,E-Commerce Consumer Electronics,7.58,26643.25,Light Commercial Pickup Truck (Bolero / Ace),In Transit - Hub to Hub,Cash on Delivery (COD),N/A,None,19.4,N/A
DEL-NER-2026-000363,2026-08-24 00:30:00,2026-08-25 04:30:00,Pending,Assam,Cachar,Silchar,781608,DTDC Express,Essential Medicines & Medical Supplies,3.34,4484.28,Light Commercial Pickup Truck (Bolero / Ace),Out for Delivery (On-Time),Prepaid (Digital/UPI),Pending,None,23.7,N/A
DEL-NER-2026-000158,2026-08-24 00:30:00,2026-08-25 10:30:00,Pending,Sikkim,East Sikkim,Gangtok,737779,Flipkart Ekart,Essential Medicines & Medical Supplies,2.06,4997.08,Light Commercial Pickup Truck (Bolero / Ace),Out for Delivery (On-Time),Prepaid (Digital/UPI),Pending,None,22.5,N/A
DEL-NER-2026-000003,2026-08-24 00:30:00,2026-08-24 09:30:00,Pending,Arunachal Pradesh,Tawang,Tawang,791749,Flipkart Ekart,Auto Spare Parts & Industrial Tools,6.66,21287.61,Light Commercial Pickup Truck (Bolero / Ace),In Transit - Hub to Hub,Prepaid (Digital/UPI),N/A,None,22.1,N/A
DEL-NER-2026-000190,2026-08-24 00:30:00,2026-08-25 01:30:00,Pending,Tripura,West Tripura,Agartala,799922,Shadowfax,Auto Spare Parts & Industrial Tools,19.75,6932.53,Electric Cargo 3-Wheeler,In Transit - Hub to Hub,Cash on Delivery (COD),N/A,None,23.1,N/A
DEL-NER-2026-000089,2026-08-24 00:30:00,2026-08-24 13:30:00,Pending,Assam,Dibrugarh,Dibrugarh,781836,Shadowfax,Apparel & Fashion,2.15,1135.38,Light Commercial Pickup Truck (Bolero / Ace),Delayed - Weather / Heavy Rainfall,Prepaid (Digital/UPI),N/A,Heavy Rain / Inundation,29.1,N/A
DEL-NER-2026-000113,2026-08-24 00:30:00,2026-08-24 19:30:00,Pending,Manipur,Churachandpur,Churachandpur,795360,Blue Dart / DHL,FMCG & Groceries,11.63,6488.64,Two-Wheeler / Bike Express,In Transit - Hub to Hub,Pay on Delivery (UPI QR),N/A,None,20.7,N/A
DEL-NER-2026-000456,2026-08-24 00:30:00,2026-08-25 10:30:00,Pending,Tripura,West Tripura,Agartala,799157,Amazon Logistics (NER),Auto Spare Parts & Industrial Tools,19.26,2102.29,Electric Cargo 3-Wheeler,Out for Delivery (Delayed),Cash on Delivery (COD),Pending,None,26.0,N/A
DEL-NER-2026-000140,2026-08-24 00:30:00,2026-08-25 08:30:00,Pending,Meghalaya,East Khasi Hills,Shillong,793245,ExpressBees,Government / Official Documents,2.04,2057.89,Light Commercial Pickup Truck (Bolero / Ace),Held at Hub - Inner Line Permit / Customs Check,Prepaid (Digital/UPI),N/A,Inner Line Permit Verification,10.1,N/A
DEL-NER-2026-000153,2026-08-24 00:30:00,2026-08-24 21:30:00,Pending,Assam,Sonitpur,Tezpur,781367,Flipkart Ekart,Government / Official Documents,1.44,866.95,Foot Courier (Hill Stairs / Remote Village),Delivery Attempted - Recipient Unavailable,Prepaid (Digital/UPI),N/A,None,25.7,N/A
DEL-NER-2026-000318,2026-08-24 00:30:00,2026-08-24 19:30:00,Pending,Tripura,Gomati,Udaipur,799420,Blue Dart / DHL,Government / Official Documents,1.6,2913.77,Light Commercial Pickup Truck (Bolero / Ace),Delivery Attempted - Recipient Unavailable,Prepaid (Digital/UPI),N/A,None,5.7,N/A
DEL-NER-2026-000196,2026-08-24 00:30:00,2026-08-25 01:30:00,Pending,Nagaland,Dimapur,Dimapur,797109,DTDC Express,Handicrafts & Organic NE Produce (Outbound),4.07,12870.76,Foot Courier (Hill Stairs / Remote Village),Out for Delivery (Delayed),Cash on Delivery (COD),Pending,None,1.0,N/A
DEL-NER-2026-000151,2026-08-24 00:30:00,2026-08-24 08:30:00,Pending,Arunachal Pradesh,Tawang,Tawang,791523,DTDC Express,E-Commerce Consumer Electronics,4.58,49064.81,Two-Wheeler / Bike Express,Out for Delivery (On-Time),Prepaid (Digital/UPI),Pending,None,22.1,N/A
DEL-NER-2026-000281,2026-08-23 23:30:00,2026-08-24 11:30:00,Pending,Manipur,Imphal West,Imphal,795811,Delhivery,FMCG & Groceries,22.1,21831.11,Two-Wheeler / Bike Express,Out for Delivery (On-Time),Prepaid (Digital/UPI),Pending,None,19.9,N/A
DEL-NER-2026-000059,2026-08-23 23:30:00,2026-08-24 19:30:00,Pending,Nagaland,Kohima,Kohima,797651,Shadowfax,Government / Official Documents,1.93,2493.61,Electric Cargo 3-Wheeler,Out for Delivery (On-Time),Prepaid (Digital/UPI),Pending,None,30.1,N/A
DEL-NER-2026-000412,2026-08-23 23:30:00,2026-08-25 08:30:00,Pending,Assam,Kamrup Metropolitan,Guwahati,781151,Blue Dart / DHL,Auto Spare Parts & Industrial Tools,18.57,21553.03,Two-Wheeler / Bike Express,In Transit - Hub to Hub,Cash on Delivery (COD),N/A,None,30.3,N/A
DEL-NER-2026-000498,2026-08-23 23:30:00,2026-08-24 11:30:00,Pending,Assam,Cachar,Silchar,781669,Blue Dart / DHL,Government / Official Documents,1.06,1068.03,Light Commercial Pickup Truck (Bolero / Ace),In Transit - Hub to Hub,Cash on Delivery (COD),N/A,None,26.2,N/A
DEL-NER-2026-000438,2026-08-23 23:30:00,2026-08-24 22:30:00,Pending,Arunachal Pradesh,Tawang,Tawang,791178,Shadowfax,Handicrafts & Organic NE Produce (Outbound),24.07,11392.72,Two-Wheeler / Bike Express,Delayed - Landslide / Road Blockade,Prepaid (Digital/UPI),N/A,Landslide / Highway Blockade,30.2,N/A
DEL-NER-2026-000472,2026-08-23 23:30:00,2026-08-24 23:30:00,Pending,Mizoram,Lunglei,Lunglei,796468,Blue Dart / DHL,Apparel & Fashion,1.57,496.52,Foot Courier (Hill Stairs / Remote Village),Delivery Attempted - Recipient Unavailable,Prepaid (Digital/UPI),N/A,None,30.3,N/A
DEL-NER-2026-000006,2026-08-23 23:30:00,2026-08-24 21:30:00,Pending,Assam,Kamrup Metropolitan,Guwahati,781459,Blue Dart / DHL,FMCG & Groceries,11.98,1584.16,Foot Courier (Hill Stairs / Remote Village),Out for Delivery (On-Time),Prepaid (Digital/UPI),Pending,None,12.4,N/A
DEL-NER-2026-000396,2026-08-23 23:30:00,2026-08-24 15:30:00,Pending,Manipur,Imphal West,Imphal,795492,Shadowfax,Apparel & Fashion,1.2,2100.35,Light Commercial Pickup Truck (Bolero / Ace),In Transit - Hub to Hub,Prepaid (Digital/UPI),N/A,None,17.1,N/A
DEL-NER-2026-000121,2026-08-23 23:30:00,2026-08-24 23:30:00,Pending,Sikkim,South Sikkim,Namchi,737743,ExpressBees,Auto Spare Parts & Industrial Tools,16.72,7841.7,Two-Wheeler / Bike Express,Out for Delivery (Delayed),Cash on Delivery (COD),Pending,None,21.8,N/A
DEL-NER-2026-000050,2026-08-23 23:30:00,2026-08-24 07:30:00,Pending,Nagaland,Kohima,Kohima,797377,Amazon Logistics (NER),E-Commerce Consumer Electronics,4.2,30670.54,Two-Wheeler / Bike Express,In Transit - Hub to Hub,Pay on Delivery (UPI QR),N/A,None,25.8,N/A
DEL-NER-2026-000040,2026-08-23 23:30:00,2026-08-24 17:30:00,Pending,Assam,Jorhat,Jorhat,781941,Blue Dart / DHL,Apparel & Fashion,1.54,863.11,Light Commercial Pickup Truck (Bolero / Ace),In Transit - Hub to Hub,Cash on Delivery (COD),N/A,None,22.1,N/A
DEL-NER-2026-000316,2026-08-23 23:30:00,2026-08-24 18:30:00,Pending,Nagaland,Dimapur,Dimapur,797661,Delhivery,Handicrafts & Organic NE Produce (Outbound),23.3,9359.38,Foot Courier (Hill Stairs / Remote Village),Out for Delivery (On-Time),Prepaid (Digital/UPI),Pending,None,9.4,N/A
DEL-NER-2026-000261,2026-08-23 23:30:00,2026-08-24 08:30:00,Pending,Manipur,Churachandpur,Churachandpur,795844,Delhivery,Government / Official Documents,0.97,3680.99,Light Commercial Pickup Truck (Bolero / Ace),In Transit - Hub to Hub,Prepaid (Digital/UPI),N/A,None,29.6,N/A
DEL-NER-2026-000173,2026-08-23 23:30:00,2026-08-25 06:30:00,Pending,Assam,Jorhat,Jorhat,781412,Flipkart Ekart,Essential Medicines & Medical Supplies,2.96,11494.9,Light Commercial Pickup Truck (Bolero / Ace),Out for Delivery (Delayed),Cash on Delivery (COD),Pending,None,23.7,N/A
DEL-NER-2026-000392,2026-08-23 23:30:00,2026-08-24 08:30:00,Pending,Nagaland,Kohima,Kohima,797666,Shadowfax,Essential Medicines & Medical Supplies,0.26,3315.82,Light Commercial Pickup Truck (Bolero / Ace),Delayed - Landslide / Road Blockade,Prepaid (Digital/UPI),N/A,Landslide / Highway Blockade,19.8,N/A
DEL-NER-2026-000255,2026-08-23 22:30:00,2026-08-24 16:30:00,Pending,Assam,Jorhat,Jorhat,781320,DTDC Express,Apparel & Fashion,1.76,1480.19,Two-Wheeler / Bike Express,Out for Delivery (On-Time),Prepaid (Digital/UPI),Pending,None,17.2,N/A
DEL-NER-2026-000374,2026-08-23 22:30:00,2026-08-24 02:30:00,2026-08-24 02:30:00,Manipur,Imphal West,Imphal,795482,Delhivery,E-Commerce Consumer Electronics,4.35,10816.98,Light Commercial Pickup Truck (Bolero / Ace),Delivered Successfully,Prepaid (Digital/UPI),Verified,None,31.6,4.1
DEL-NER-2026-000103,2026-08-23 22:30:00,2026-08-24 11:30:00,Pending,Meghalaya,East Khasi Hills,Shillong,793481,Flipkart Ekart,FMCG & Groceries,3.81,15983.22,Light Commercial Pickup Truck (Bolero / Ace),Out for Delivery (Delayed),Prepaid (Digital/UPI),Pending,None,15.2,N/A
DEL-NER-2026-000188,2026-08-23 22:30:00,2026-08-25 09:30:00,Pending,Manipur,Churachandpur,Churachandpur,795626,ExpressBees,E-Commerce Consumer Electronics,8.03,61056.44,Two-Wheeler / Bike Express,Out for Delivery (Delayed),Cash on Delivery (COD),Pending,None,11.1,N/A
DEL-NER-2026-000044,2026-08-23 22:30:00,2026-08-24 00:30:00,2026-08-24 00:30:00,Nagaland,Dimapur,Dimapur,797534,Amazon Logistics (NER),Handicrafts & Organic NE Produce (Outbound),19.76,20159.72,Foot Courier (Hill Stairs / Remote Village),Delivered Successfully,Cash on Delivery (COD),Verified,None,4.8,5.0
DEL-NER-2026-000489,2026-08-23 22:30:00,2026-08-24 07:30:00,Pending,Nagaland,Dimapur,Dimapur,797831,ExpressBees,Auto Spare Parts & Industrial Tools,4.39,18538.39,Foot Courier (Hill Stairs / Remote Village),Out for Delivery (Delayed),Pay on Delivery (UPI QR),Pending,None,27.6,N/A
DEL-NER-2026-000027,2026-08-23 22:30:00,2026-08-25 06:30:00,Pending,Sikkim,East Sikkim,Gangtok,737455,Delhivery,E-Commerce Consumer Electronics,6.01,39122.12,Light Commercial Pickup Truck (Bolero / Ace),Out for Delivery (Delayed),Prepaid (Digital/UPI),Pending,None,17.2,N/A
DEL-NER-2026-000195,2026-08-23 22:30:00,2026-08-24 11:30:00,Pending,Arunachal Pradesh,East Siang,Pasighat,791321,Shadowfax,Government / Official Documents,2.15,3773.95,Two-Wheeler / Bike Express,In Transit - Hub to Hub,Pay on Delivery (UPI QR),N/A,None,15.3,N/A
DEL-NER-2026-000323,2026-08-23 22:30:00,2026-08-25 00:30:00,Pending,Arunachal Pradesh,Tawang,Tawang,791609,Blue Dart / DHL,Auto Spare Parts & Industrial Tools,5.2,6079.81,Light Commercial Pickup Truck (Bolero / Ace),In Transit - Hub to Hub,Cash on Delivery (COD),N/A,None,26.1,N/A
DEL-NER-2026-000177,2026-08-23 21:30:00,2026-08-24 11:30:00,Pending,Arunachal Pradesh,East Siang,Pasighat,791277,DTDC Express,Auto Spare Parts & Industrial Tools,13.58,10146.04,Light Commercial Pickup Truck (Bolero / Ace),In Transit - Hub to Hub,Prepaid (Digital/UPI),N/A,None,1.5,N/A
DEL-NER-2026-000462,2026-08-23 21:30:00,2026-08-24 03:30:00,2026-08-24 03:30:00,Nagaland,Kohima,Kohima,797352,Blue Dart / DHL,Auto Spare Parts & Industrial Tools,18.61,11321.08,Two-Wheeler / Bike Express,Delivered Successfully,Cash on Delivery (COD),Verified,None,19.5,3.8
DEL-NER-2026-000018,2026-08-23 21:30:00,2026-08-24 19:30:00,Pending,Mizoram,Aizawl,Aizawl,796388,Shadowfax,Essential Medicines & Medical Supplies,2.53,6648.67,Two-Wheeler / Bike Express,Delayed - Weather / Heavy Rainfall,Pay on Delivery (UPI QR),N/A,Heavy Rain / Inundation,5.5,N/A
DEL-NER-2026-000377,2026-08-23 21:30:00,2026-08-24 18:30:00,Pending,Meghalaya,East Khasi Hills,Shillong,793452,Shadowfax,Auto Spare Parts & Industrial Tools,18.31,10304.85,Two-Wheeler / Bike Express,Out for Delivery (On-Time),Prepaid (Digital/UPI),Pending,None,8.9,N/A
DEL-NER-2026-000375,2026-08-23 21:30:00,2026-08-24 20:30:00,Pending,Arunachal Pradesh,East Siang,Pasighat,791297,Amazon Logistics (NER),Auto Spare Parts & Industrial Tools,22.8,10566.07,Light Commercial Pickup Truck (Bolero / Ace),In Transit - Hub to Hub,Prepaid (Digital/UPI),N/A,None,12.9,N/A
DEL-NER-2026-000367,2026-08-23 21:30:00,2026-08-24 11:30:00,Pending,Manipur,Churachandpur,Churachandpur,795497,DTDC Express,Auto Spare Parts & Industrial Tools,10.29,11755.49,Light Commercial Pickup Truck (Bolero / Ace),Delayed - Landslide / Road Blockade,Cash on Delivery (COD),N/A,Landslide / Highway Blockade,16.2,N/A
